Order-Line,Order number,Line Number,Order title,Customer name,Account Manager,Sales Rep,Line Description,Product Name,Material,Material Category,Material Sub Category,Storage type,Amount,Amount Numeric,Unit cost,Extended cost,Width per print,Prints across,Machine name,Machine mode,GL Code,Cost Step,Current Step,Order Status,Batch Id,Cost Transaction Date,Cost Created By,Line Revenue,Tags,Line Tags,Com Message Text
F0006030-1,F0006030,1,Regular (F0006030),F. SCHUMACHER & CO - HUB,,,Folly,Folly - 5008009 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.26,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1980708,2/11/2025,COCONNOR@FSCO.COM,,,,
F0006031-1,F0006031,1,Regular (F0006031),F. SCHUMACHER & CO - HUB,,,Polka Dot Jungle,Polka Dot Jungle - 5015463 (Green&Ivory),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,1973192,2/7/2025,COCONNOR@FSCO.COM,,,,
F0006075-1,F0006075,1,Regular (F0006075),F. SCHUMACHER & CO - HUB,,,Flying West,Flying West - 5015850 (Neutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3600 Linear Feet,3600,0,1.54,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,2/17/2025,COCONNOR@FSCO.COM,,,,
F0006078-1,F0006078,1,Regular (F0006078),F. SCHUMACHER & CO - HUB,,,Filigree,Filigree - 5009702 (Stone),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.38,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,,2/17/2025,COCONNOR@FSCO.COM,,,,
F0006137-1,F0006137,1,Custom MTO (F0006137),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Eland SKO,Custom Eland SKO - SKO850087 (Natural),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,1957899,1/31/2025,COCONNOR@FSCO.COM,,,,
F0006205-1,F0006205,1,Panel (F0006205),F. SCHUMACHER & CO - HUB,,,Gambit Panel,Gambit Panel - 5014263 (Cocoa&Charcoal),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.26,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2102942,4/4/2025,COCONNOR@FSCO.COM,,,,
F0006540-1,F0006540,1,Regular (F0006540),F. SCHUMACHER & CO - HUB,,,Belvedere,Belvedere  - 5007995 (PeacockBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",900 Linear Feet,900,0,0.4,60 inches,1,Glow,,,Print,Invoiced,Invoiced,2128801,4/15/2025,SARAH,,,,
F0006916-1,F0006916,1,Regular (F0006916),F. SCHUMACHER & CO - HUB,,,Wild West,Wild West - 5014120 (Cream),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.26,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2188091,5/6/2025,SARAH,,,,
F0006972-1,F0006972,1,Regular (F0006972),F. SCHUMACHER & CO - HUB,,,Mirabelle,Mirabelle - 5013200 (Yellow&Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.26,60 inches,1,Sasha,,,Print,Invoiced,Invoiced,2188099,5/6/2025,SARAH,,,,
F0006994-1,F0006994,1,Regular (F0006994),F. SCHUMACHER & CO - HUB,,,Woburn Meadow,Woburn Meadow - 5012730 (Ice),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.26,60 inches,1,Glow,,,Print,Invoiced,Invoiced,2196136,5/8/2025,COCONNOR@FSCO.COM,,,,
F0007071-1,F0007071,1,Custom MTO (F0007071),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Shell Grotto Panel A,Custom Shell Grotto Panel A - 850097 (Coral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",126 Linear Feet,126,0,0.06,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,2104867,4/6/2025,COCONNOR@FSCO.COM,,,,
F0007108-1,F0007108,1,MTO (F0007108),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015163 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",36 Linear Feet,36,0,0.02,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,2121017,4/11/2025,XIACHEN,,,,
F0007523-1,F0007523,1,Custom MTO (F0007523),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Les Oiseaux Panel Set SKO,Custom Les Oiseaux Panel Set SKO - SKO850121 (Lawn Party),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Dakota Kai,,,Print,Invoiced,Invoiced,,5/5/2025,PKEEFER@FSCO.COM,,,,
F0007566-1,F0007566,1,Regular (F0006396) (F0007566),F. SCHUMACHER & CO - HUB,,,Monte Carlo,Monte Carlo - 5015590 (deepgreen),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",600 Linear Feet,600,0,0.26,60 inches,1,Rhonda,300dpi,,Print,Invoiced,Invoiced,,4/15/2025,COCONNOR@FSCO.COM,,,,
F0007642-1,F0007642,1,Custom MTO (F0007642),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Bisou Panel Set,Custom Bisou Panel Set - 850088 (Mineral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",6 Linear Feet,6,0,0,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,2200808,5/9/2025,COCONNOR@FSCO.COM,,,,
F0007782-1,F0007782,1,MTO (F0007782),F. SCHUMACHER & CO - MTO,,,Betty,Betty - 5009871 (Charcoal),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",99 Linear Feet,99,0,0.04,60 inches,1,XIA,,,Print,Invoiced,Invoiced,2188088,5/6/2025,SARAH,,,,
F0007785-1,F0007785,1,Regular (F0006607) (F0007785),F. SCHUMACHER & CO - HUB,,,White Lotus,White Lotus - 5013661 (Cobalt),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",840 Linear Feet,840,0,0.37,60 inches,1,Rhonda,300dpi,,Print,Invoiced,Invoiced,,4/18/2025,COCONNOR@FSCO.COM,,,,
F0007945-1,F0007945,1,Panel (F0006393) (F0007945),F. SCHUMACHER & CO - HUB,,,Les Oiseaux Panel Set,Les Oiseaux Panel Set - 5015152 (Jade),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3600 Linear Feet,3600,0,1.59,60 inches,1,Rhonda,300dpi,,Print,Invoiced,Invoiced,,4/25/2025,COCONNOR@FSCO.COM,,,,
F0007961-1,F0007961,1,Custom MTO (F0007961),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Le Grand Tour SKO,Custom Le Grand Tour SKO - SKO850153 (Stripe),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Dakota Kai,,,Print,Invoiced,Invoiced,,5/9/2025,PKEEFER@FSCO.COM,,,,
F0008024-1,F0008024,1,MTO (F0008024),F. SCHUMACHER & CO - MTO,,,Orchids Have Dreams,Orchids Have Dreams - 5014100 (SoftBlack),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,0,0.07,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,2204294,5/12/2025,COCONNOR@FSCO.COM,,,,
F0008036-1,F0008036,1,Custom MTO (F0008036),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Deconstructed Stripe SKO,Custom Deconstructed Stripe SKO - SKO850143 (Greige),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,XIA,,,Print,Invoiced,Invoiced,,5/6/2025,PKEEFER@FSCO.COM,,,,
F0008051-1,F0008051,1,Custom MTO (F0008051),F. SCHUMACHER & CO. CUSTOM MTO,,,Villa Panel,Villa Panel - 5009910 (Dove),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",69 Linear Feet,69,0,0.03,60 inches,1,Dakota Kai,,,Print,Invoiced,Invoiced,2200806,5/9/2025,COCONNOR@FSCO.COM,,,,
F0008169-1,F0008169,1,Panel (F0006392) (F0008169),F. SCHUMACHER & CO - HUB,,,Les Oiseaux Panel Set,Les Oiseaux Panel Set - 5015155 (Parchment),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",1548 Linear Feet,1548,0,0.68,60 inches,1,Rhonda,300dpi,,Print,Invoiced,Invoiced,,5/9/2025,COCONNOR@FSCO.COM,,,,
F0008190-1,F0008190,1,Custom MTO (F0008190),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Wild West SKO,Custom Wild West SKO - SKO850152 (Cream),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,,5/16/2025,PKEEFER@FSCO.COM,,,,
F0008191-1,F0008191,1,Custom MTO (F0008191),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Le Grand Tour SKO,Custom Le Grand Tour SKO - SKO850153 (Stripe),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Glow,,,Print,Invoiced,Invoiced,,5/14/2025,PKEEFER@FSCO.COM,,,,
F0008303-1,F0008303,1,Regular (F0008303),F. SCHUMACHER & CO - NEW GOODS,,,"Up, Up and Away!","Up, Up and Away! - 5018131 (Document)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.08,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2512861,8/22/2025,COCONNOR@FSCO.COM,,,,
F0008305-1,F0008305,1,Regular (F0008305),F. SCHUMACHER & CO - NEW GOODS,,,"Up, Up and Away!","Up, Up and Away! - 5018130 (Grisaille)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.08,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2499594,8/19/2025,COCONNOR@FSCO.COM,,,,
F0008314-1,F0008314,1,Regular (F0008314),F. SCHUMACHER & CO - NEW GOODS,,,"Up, Up and Away!","Up, Up and Away! - 5018131 (Document)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",750 Linear Feet,750,0,0.32,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2512867,8/22/2025,COCONNOR@FSCO.COM,,,,
F0008319-1,F0008319,1,Regular (F0008319),F. SCHUMACHER & CO - NEW GOODS,,,"Up, Up and Away!","Up, Up and Away! - 5018130 (Grisaille)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",105 Linear Feet,105,0,0.04,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2499598,8/19/2025,COCONNOR@FSCO.COM,,,,
F0009025-1,F0009025,1,Custom MTO (F0009025),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Barra Palace SKO,Custom Barra Palace SKO - SKO850178 (IK5100),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,7/11/2025,PKEEFER@FSCO.COM,,,,
F0009385-1,F0009385,1,Custom MTO (F0009385),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Filigree,Custom Filigree - 850162 (Coral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,0,0.07,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2454111,8/5/2025,COCONNOR@FSCO.COM,,,,
F0009652-1,F0009652,1,Custom MTO (F0009652),F. SCHUMACHER & CO. CUSTOM MTO,,,"Custom Les Oiseaux Panel Set 76"" H SKO","Custom Les Oiseaux Panel Set 76"" H SKO - SKO850200 (Apple Green)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2454960,8/5/2025,PKEEFER@FSCO.COM,,,,
F0009777-1,F0009777,1,Custom MTO (F0009777),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Creeping Fern SKO,Custom Creeping Fern SKO - SKO850180 (Dune),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2454970,8/5/2025,PKEEFER@FSCO.COM,,,,
F0009794-1,F0009794,1,Custom MTO (F0009794),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Cozumel Plaid,Custom Cozumel Plaid - 850172 (Cornflower),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60 Linear Feet,60,0,0.03,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2434247,7/30/2025,SARAH,,,,
F0010018-1,F0010018,1,Custom MTO (F0010018),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Barra Palace SKO,Custom Barra Palace SKO - SKO850208 (IK5100 & Paint Chips),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2489679,8/15/2025,COCONNOR@FSCO.COM,,,,
F0010068-1,F0010068,1,Custom MTO (F0010068),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Views of Paris SKO,Custom Views of Paris SKO - SKO850209 (BM Eggplant 1379),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,8/7/2025,PKEEFER@FSCO.COM,,,,
F0010364-1,F0010364,1,Custom MTO (F0010364),F. SCHUMACHER & CO. CUSTOM MTO,,,"Custom Edwin Stripe 8"" Stripes SKO","Custom Edwin Stripe 8"" Stripes SKO - SKO850213 (Petal)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,8/27/2025,PKEEFER@FSCO.COM,,,,
F0010574-1,F0010574,1,Custom MTO (F0010574),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Cabanon Stripe,Custom Cabanon Stripe - 850164 (Rouge),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2612866,9/23/2025,SARAH,,,,
F0010634-1,F0010634,1,Custom MTO (F0010634),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Barra Palace,Custom Barra Palace - 850208 (IK5100 & Paint Chips),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",393 Linear Feet,393,0,0.17,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2618007,9/24/2025,SREMSON@PARAMOUNTPRINTS.COM,,,,
F0010640-1,F0010640,1,Custom MTO (F0010640),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Views of Paris,Custom Views of Paris - 850209 (BM Eggplant 1379),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,60 inches,1,Chyna,300dpi,,Print,Invoiced,Invoiced,2630954,9/26/2025,COCONNOR@FSCO.COM,,,,
F0010644-1,F0010644,1,Custom MTO (F0010644),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Burnell Butterfly SKO,Custom Burnell Butterfly SKO - SKO850220 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2592644,9/16/2025,PKEEFER@FSCO.COM,,,,
F0010691-1,F0010691,1,Custom MTO (F0010691),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Western Toile SKO,Custom Western Toile SKO - SKO850223 (Forest),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2616670,9/23/2025,PKEEFER@FSCO.COM,,,,
F0010972-1,F0010972,1,Custom MTO (F0010972),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Hydrangea Drape,Custom Hydrangea Drape - 850232 (Delft),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",12 Linear Feet,12,0,0.01,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2651578,10/3/2025,SREMSON@PARAMOUNTPRINTS.COM,,,,
F0011033-1,F0011033,1,Custom MTO (F0011033),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Burnell Butterfly,Custom Burnell Butterfly - 850220 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",120 Linear Feet,120,0,0.05,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2606899,9/19/2025,COCONNOR@FSCO.COM,,,,
F0011252-1,F0011252,1,Custom MTO (F0011252),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Deconstructed Stripe,Custom Deconstructed Stripe - 850143 (Greige),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",138 Linear Feet,138,0,0.15,60 inches,1,LASH,300dpi,,Print,Invoiced,Invoiced,2685041,10/14/2025,SARAH,,,,
F0008962-1,F0008962,1,MTO (F0008962),F. SCHUMACHER & CO - MTO,,,Montecito Porcelain,Montecito Porcelain - 5015840 (Indigo),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60 Linear Feet,60,0,0.03,60 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,7/23/2025,PKEEFER@FSCO.COM,,,10,
F0009010-1,F0009010,1,MTO (F0009010),F. SCHUMACHER & CO - MTO,,,Woodperry,Woodperry - 5008791 (Green),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60 Linear Feet,60,0,0.03,60 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,7/10/2025,PKEEFER@FSCO.COM,,,10,
F0009144-1,F0009144,1,MTO (F0009144),F. SCHUMACHER & CO - MTO,,,Temple,Temple  - 5008056 (BerberBrown),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2391908,7/16/2025,XIACHEN,,,10,
F0009311-1,F0009311,1,MTO (F0009311),F. SCHUMACHER & CO - MTO,,,Salud,Salud - 5015600 (GrottoBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2411001,7/22/2025,COCONNOR@FSCO.COM,,,10,
F0009316-1,F0009316,1,MTO (F0009316),F. SCHUMACHER & CO - MTO,,,Woodperry,Woodperry - 5008791 (Green),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",85.6666 Linear Feet,85.6666,0,0.04,60 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,7/10/2025,PKEEFER@FSCO.COM,,,10,
F0009357-1,F0009357,1,MTO (F0009357),F. SCHUMACHER & CO - MTO,,,Salud,Salud - 5015600 (GrottoBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",243 Linear Feet,243,0,0.11,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2411003,7/22/2025,COCONNOR@FSCO.COM,,,10,
F0009396-1,F0009396,1,MTO (F0009396),F. SCHUMACHER & CO - MTO,,,Montecito Porcelain,Montecito Porcelain - 5015840 (Indigo),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2415071,7/23/2025,COCONNOR@FSCO.COM,,,10,
F0009431-1,F0009431,1,MTO (F0009431),F. SCHUMACHER & CO - MTO,,,Fabienne,Fabienne - 5013812 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,0,0.07,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2519406,8/26/2025,JEANNE,,,10,
F0009616-1,F0009616,1,MTO (F0009616),F. SCHUMACHER & CO - MTO,,,Fabienne,Fabienne - 5013811 (Pink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,60 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2456246,8/6/2025,SARAH,,,10,
F0009802-1,F0009802,1,MTO (F0009802),F. SCHUMACHER & CO - MTO,,,Fabienne,Fabienne - 5013811 (Pink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,60 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2456249,8/6/2025,SARAH,,,10,
F0009877-1,F0009877,1,MTO (F0009877),F. SCHUMACHER & CO - MTO,,,Magnolia Tree,Magnolia Tree - 5016933 (Dusty Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.1,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2577988,9/11/2025,JOE,,,10,
F0009962-1,F0009962,1,MTO (F0009962),F. SCHUMACHER & CO - MTO,,,Las Colinas,Las Colinas - 5013980 (Green),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.13,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2575170,9/11/2025,JOE,,,10,
F0009980-1,F0009980,1,Regular (F0007364) (F0009980),F. SCHUMACHER & CO - HUB,,,Feather Bloom,Feather Bloom - 5013821 (SoftNeutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",40.5336 Linear Feet,40.5336,0,0.02,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2422852,7/25/2025,COCONNOR@FSCO.COM,,,10,
F0010063-1,F0010063,1,MTO (F0010063),F. SCHUMACHER & CO - MTO,,,Alex's Floral,Alex's Floral - 5016401 (Mist Blue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2512877,8/22/2025,COCONNOR@FSCO.COM,,,10,
F0010262-1,F0010262,1,MTO (F0010262),F. SCHUMACHER & CO - MTO,,,Magnolia Tree,Magnolia Tree - 5016933 (Dusty Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.07,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2577994,9/11/2025,JOE,,,10,
F0010340-1,F0010340,1,Hospitality (F0010340),F. SCHUMACHER & CO - HOSPITALITY,,,Ferne Park,Ferne Park - 5008043 (Sage),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",303 Linear Feet,303,0,0.13,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2478626,8/13/2025,BLAWLOR@FSCO.COM,,,10,
F0010471-1,F0010471,1,MTO (F0010471),F. SCHUMACHER & CO - MTO,,,Fabienne,Fabienne - 5013811 (Pink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2529884,8/28/2025,JEANNE,,,10,
F0010562-1,F0010562,1,MTO (F0010562),F. SCHUMACHER & CO - MTO,,,Magnolia Tree,Magnolia Tree - 5016933 (Dusty Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2577997,9/11/2025,JOE,,,10,
F0010693-1,F0010693,1,MTO (F0010693),F. SCHUMACHER & CO - MTO,,,Villa Stripe,Villa Stripe - 5009924 (LightNeutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.13,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2591472,9/16/2025,JEANNE,,,10,
F0010915-1,F0010915,1,MTO (F0010915),F. SCHUMACHER & CO - MTO,,,Alex's Floral,Alex's Floral - 5016401 (Mist Blue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",27.183 Linear Feet,27.183,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2624971,9/25/2025,JOE,,,10,
F0010967-1,F0010967,1,MTO (F0010967),F. SCHUMACHER & CO - MTO,,,Bouquet Toss,Bouquet Toss - 5013841 (AfternoonBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2619484,9/24/2025,JOE,,,10,
F0011005-1,F0011005,1,MTO (F0011005),F. SCHUMACHER & CO - MTO,,,Bouquet Toss,Bouquet Toss - 5013841 (AfternoonBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",333 Linear Feet,333,0,0.36,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2619498,9/24/2025,JOE,,,10,
F0011008-1,F0011008,1,MTO (F0011008),F. SCHUMACHER & CO - MTO,,,Woodperry,Woodperry - 5008793 (Celadon),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",213 Linear Feet,213,0,0.23,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2624967,9/25/2025,JOE,,,10,
F0011074-1,F0011074,1,MTO (F0011074),F. SCHUMACHER & CO - MTO,,,Montecito Porcelain,Montecito Porcelain - 5015840 (Indigo),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2647820,10/2/2025,JOE,,,10,
